car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,timestamp
8,42184,30593,1,5,2,1,50:14.4
4,27583,41662,2,5,2,1,50:48.0
5,174096,29571,2,4,1,0,51:21.6
11,138473,22177,4,4,0,1,51:55.2
19,149638,40420,2,4,1,1,52:28.8
13,77888,17662,2,4,2,1,53:02.4
13,114072,23302,2,5,0,1,53:36.0
19,117027,36853,1,4,2,1,54:09.6
9,146892,27717,1,3,2,1,54:43.2
17,70117,28245,1,5,2,1,55:16.8
9,95619,29722,4,4,2,1,55:50.4
4,177119,20461,1,3,0,1,56:24.0
8,95312,42697,1,5,1,1,56:57.6
6,26018,19591,1,2,2,1,57:31.2
15,63260,42846,1,3,0,1,58:04.8
1,84360,31257,3,5,2,1,58:38.4
18,98227,22507,2,2,2,1,59:12.0
11,49543,35781,3,5,2,1,59:45.6
4,76772,29121,2,5,2,1,00:19.2
6,116461,43488,1,5,2,1,00:52.8
15,109812,28580,2,5,0,1,01:26.4
12,83612,21455,1,4,2,1,02:00.0
4,67996,36732,1,4,0,0,02:33.6
15,39732,35915,1,4,0,1,03:07.2
11,158036,31431,1,4,2,1,03:40.8
6,102039,36602,2,5,0,0,04:14.4
12,29249,44608,2,5,0,1,04:48.0
1,122023,24747,1,4,2,1,05:21.6
5,146462,32493,1,3,1,1,05:55.2
7,112385,33986,3,3,0,1,06:28.8
13,69457,33002,1,4,2,1,07:02.4
1,8885,25447,2,4,0,1,07:36.0
9,60267,28976,3,5,2,1,08:09.6
10,103411,27213,1,3,1,1,08:43.2
10,87571,28068,2,3,0,1,09:16.8
5,168143,33483,4,4,2,1,09:50.4
15,38353,34992,2,4,0,0,10:24.0
4,11613,41917,2,4,1,1,10:57.6
13,186961,39375,4,4,2,1,11:31.2
10,142851,32578,1,5,2,1,12:04.8
1,55856,34486,5,3,2,1,12:38.4
15,80130,28757,1,4,0,0,13:12.0
16,163160,23790,4,4,2,0,13:45.6
17,96264,24712,2,5,2,1,14:19.2
8,110136,29844,2,3,2,1,14:52.8
11,100366,28286,1,5,2,1,15:26.4
16,91700,23095,1,5,0,1,16:00.0
8,161815,33878,1,4,2,1,16:33.6
12,125127,38014,3,4,2,1,17:07.2
10,60080,43636,2,5,0,0,17:40.8
12,126070,37122,4,5,2,1,18:14.4
10,156259,37256,3,4,0,1,18:48.0
7,27690,40832,4,5,1,1,19:21.6
10,179652,40766,2,4,0,0,19:55.2
10,120652,32469,2,2,2,1,20:28.8
13,119825,39357,4,5,2,1,21:02.4
14,43011,24795,1,4,2,1,21:36.0
9,148242,41167,2,3,2,1,22:09.6
5,132090,40148,1,4,0,1,22:43.2
4,88929,41151,1,3,2,0,23:16.8
8,63119,34572,2,5,2,0,23:50.4
7,34420,29115,2,4,1,1,24:24.0
15,69228,32275,1,4,1,0,24:57.6
15,178855,26782,2,2,0,1,25:31.2
2,115068,26281,1,4,2,1,26:04.8
6,156096,31397,1,3,2,0,26:38.4
12,76421,31641,1,2,1,0,27:12.0
18,82472,30166,2,5,1,1,27:45.6
17,131033,26363,3,3,2,0,28:19.2
13,78132,35922,1,4,1,1,28:52.8
1,144590,19507,1,5,0,1,29:26.4
13,80245,37455,2,4,2,1,30:00.0
17,113145,31783,1,5,2,1,30:33.6
5,36184,23456,1,2,0,0,31:07.2
7,52568,36280,5,4,2,1,31:40.8
13,115009,37471,1,4,2,0,32:14.4
5,71831,41159,2,3,0,1,32:48.0
8,179871,19983,3,5,2,1,33:21.6
18,46078,32245,2,2,2,0,33:55.2
2,10864,24681,1,4,2,1,34:28.8
11,85420,24332,1,4,2,1,35:02.4
10,70838,19428,3,5,2,1,35:36.0
11,187085,22500,1,4,2,1,36:09.6
11,63012,27399,2,4,0,1,36:43.2
7,167986,27327,3,4,1,1,37:16.8
12,156224,30589,2,3,2,1,37:50.4
11,168506,29975,2,4,2,0,38:24.0
7,113216,31204,3,4,2,1,38:57.6
9,14233,47260,2,4,0,1,39:31.2
13,131115,20613,4,5,2,0,40:04.8
19,189631,31445,2,3,2,0,40:38.4
11,172627,27419,1,3,2,1,41:12.0
4,166772,30990,4,4,2,0,41:45.6
8,46091,41699,1,3,2,0,42:19.2
5,127439,30959,2,4,2,1,42:52.8
17,48369,25341,4,4,0,1,43:26.4
14,43940,24902,1,4,1,1,44:00.0
15,140441,38987,4,4,1,1,44:33.6
1,130761,36702,1,3,0,1,45:07.2
4,181575,30027,3,5,2,1,45:40.8
18,171778,26921,3,3,1,0,46:14.4
16,102334,30484,4,4,2,1,46:48.0
16,30255,29121,4,5,2,1,47:21.6
16,39164,17794,1,3,0,0,47:55.2
10,62768,33336,2,5,2,1,48:28.8
12,28292,40167,3,2,2,0,49:02.4
6,151649,45414,2,5,2,1,49:36.0
8,120754,23137,4,2,1,0,50:09.6
17,182994,45853,3,4,2,0,50:43.2
15,82018,41251,1,5,1,1,51:16.8
15,93248,24638,2,4,2,1,51:50.4
5,43226,36357,3,4,2,1,52:24.0
3,106490,25303,3,5,1,1,52:57.6
6,61638,43428,2,5,0,0,53:31.2
11,160426,42044,2,4,2,0,54:04.8
10,160195,33149,4,4,0,1,54:38.4
18,151296,45233,3,4,0,1,55:12.0
10,173257,36405,5,5,2,0,55:45.6
11,33774,27991,1,4,0,0,56:19.2
18,140037,34714,4,5,2,1,56:52.8
9,95768,23929,2,4,0,1,57:26.4
12,89352,27559,5,4,2,0,58:00.0
5,16868,29897,1,4,2,1,58:33.6
3,78337,38612,4,4,2,1,59:07.2
14,74561,35591,2,2,1,1,59:40.8
3,179238,25288,1,4,2,1,00:14.4
6,24982,32235,1,5,0,1,00:48.0
7,22360,34567,1,4,0,0,01:21.6
16,54094,42418,1,4,2,0,01:55.2
7,128048,39804,3,4,0,1,02:28.8
12,90649,41564,2,4,2,1,03:02.4
11,47216,30592,2,4,2,1,03:36.0
11,148062,36941,3,5,0,0,04:09.6
9,132544,32266,1,5,0,1,04:43.2
13,90780,25044,3,4,0,1,05:16.8
19,173166,26970,3,5,0,1,05:50.4
2,148344,21836,5,4,1,0,06:24.0
18,82381,39815,3,5,1,0,06:57.6
7,175327,28249,5,4,0,0,07:31.2
17,100081,26699,2,5,2,0,08:04.8
5,152358,39180,4,5,0,0,08:38.4
10,153171,31353,2,3,1,0,09:12.0
7,22127,44870,2,5,1,1,09:45.6
8,100341,30952,3,4,0,1,10:19.2
7,120045,43973,1,2,2,1,10:52.8
11,125500,40530,3,5,0,1,11:26.4
4,52147,33160,3,5,2,0,12:00.0
2,37348,42782,1,3,2,0,12:33.6
20,152636,31758,2,3,2,1,13:07.2
16,42082,38698,1,5,2,1,13:40.8
12,100390,32126,3,5,1,1,14:14.4
15,47813,26607,1,4,2,1,14:48.0
14,148525,26369,3,5,2,0,15:21.6
12,125644,41452,1,3,2,0,15:55.2
17,177348,30536,4,4,1,0,16:28.8
8,37463,27864,1,4,2,1,17:02.4
3,77099,29716,2,5,0,1,17:36.0
4,58178,39143,3,5,2,1,18:09.6
4,185376,20384,2,5,1,0,18:43.2
17,44693,39418,1,5,0,1,19:16.8
4,85622,41375,1,2,2,0,19:50.4
20,66667,39029,3,4,0,1,20:24.0
8,27686,35890,1,5,2,1,20:57.6
7,60582,43538,1,4,1,0,21:31.2
5,71505,26807,3,4,2,1,22:04.8
18,154023,32079,1,2,2,0,22:38.4
15,175765,18200,1,5,0,1,23:12.0
6,12316,32414,2,4,0,1,23:45.6
5,132528,31492,1,4,1,1,24:19.2
9,107080,32097,3,5,1,1,24:52.8
5,122500,35787,1,4,0,0,25:26.4
10,149073,34425,2,5,2,0,26:00.0
17,33389,35920,3,4,1,1,26:33.6
9,42734,31916,2,4,1,0,27:07.2
2,66328,35801,1,2,1,1,27:40.8
10,51641,43051,2,4,0,1,28:14.4
4,34454,39865,2,5,2,1,28:48.0
8,168226,39508,2,5,2,1,29:21.6
4,73429,39443,1,4,2,1,29:55.2
1,34657,35097,4,5,2,1,30:28.8
17,119365,36554,4,4,0,1,31:02.4
14,48846,27281,1,3,0,0,31:36.0
14,52845,24377,2,4,0,1,32:09.6
20,98719,29543,4,2,0,1,32:43.2
13,89626,39324,4,4,0,1,33:16.8
15,126904,25701,1,4,2,0,33:50.4
3,140279,21703,1,2,1,1,34:24.0
14,161113,22976,1,4,2,1,34:57.6
10,174294,19554,3,2,2,1,35:31.2
10,168904,23101,2,5,2,1,36:04.8
11,81637,33480,2,3,2,1,36:38.4
20,112857,30410,3,5,2,1,37:12.0
19,32335,41187,2,5,2,1,37:45.6
18,55835,25793,2,5,0,0,38:19.2
13,129640,26256,1,4,2,0,38:52.8
7,7645,31564,1,3,2,1,39:26.4
10,75502,39379,4,5,0,1,40:00.0
9,26533,30532,3,5,1,1,40:33.6
18,26888,32814,1,5,2,1,41:07.2
10,93145,20574,1,4,0,1,41:40.8
6,159397,33974,3,4,2,1,42:14.4
6,35265,40166,2,4,2,1,42:48.0
12,35428,23504,1,2,2,1,43:21.6
17,102227,40924,2,2,2,1,43:55.2
15,111121,33196,5,2,0,1,44:28.8
13,60355,38780,2,5,0,1,45:02.4
6,176627,39587,3,4,0,1,45:36.0
7,53637,33438,1,4,2,1,46:09.6
7,99749,36946,1,5,2,1,46:43.2
1,62510,29115,2,5,2,1,47:16.8
3,50186,31884,1,4,2,1,47:50.4
6,59120,43393,1,4,2,1,48:24.0
9,67742,29364,1,4,2,1,48:57.6
10,10550,33815,1,5,0,1,49:31.2
6,106599,23695,1,5,2,1,50:04.8
12,136645,31706,2,3,2,1,50:38.4
15,117546,45020,1,2,0,1,51:12.0
10,20530,23676,4,4,2,1,51:45.6
13,110049,35481,1,4,2,0,52:19.2
10,142537,38072,1,2,1,1,52:52.8
20,70976,35643,2,5,2,0,53:26.4
3,128971,43115,3,4,0,1,54:00.0
16,144545,36652,3,5,0,1,54:33.6
8,110876,38793,2,4,1,1,55:07.2
7,89925,20696,3,4,0,1,55:40.8
16,105435,41912,1,3,2,1,56:14.4
12,18792,30292,3,4,2,1,56:48.0
5,38799,31425,1,5,0,0,57:21.6
12,187013,36940,4,4,1,0,57:55.2
16,91611,24039,1,4,2,1,58:28.8
9,97810,34736,1,5,1,1,59:02.4
15,142952,39886,1,5,1,1,59:36.0
5,81754,30622,2,5,2,0,00:09.6
15,119894,36696,4,4,2,0,00:43.2
7,75508,21560,1,2,2,0,01:16.8
13,141774,31494,1,3,2,0,01:50.4
3,55573,21148,3,5,2,1,02:24.0
18,67923,28075,4,4,0,0,02:57.6
16,20159,39086,2,3,1,0,03:31.2
4,38862,45735,2,4,2,0,04:04.8
14,109328,40059,4,2,2,1,04:38.4
6,89979,33745,3,4,0,0,05:12.0
3,128282,23737,5,5,2,0,05:45.6
10,118481,29850,1,4,2,0,06:19.2
6,162184,29405,3,4,0,0,06:52.8
13,98985,30769,1,4,0,1,07:26.4
14,125045,26006,1,5,0,1,08:00.0
5,161875,27757,2,5,2,1,08:33.6
7,100492,16711,1,2,2,0,09:07.2
8,74849,16453,1,5,1,1,09:40.8
9,68734,45634,2,2,1,0,10:14.4
19,151828,32611,2,5,0,0,10:48.0
4,154820,23732,1,4,2,1,11:21.6
17,60800,30660,4,4,1,1,11:55.2
9,187464,24553,1,2,2,1,12:28.8
8,42767,21255,1,4,2,0,13:02.4
4,14392,22818,3,5,2,0,13:36.0
2,117303,45095,2,5,2,0,14:09.6
15,171028,30897,4,3,2,0,14:43.2
4,160638,26483,4,4,2,1,15:16.8
2,174432,34534,5,2,2,1,15:50.4
13,62049,26495,2,5,1,1,16:24.0
9,75160,34573,5,5,2,1,16:57.6
3,95879,32834,1,2,2,1,17:31.2
9,183127,36461,2,5,2,0,18:04.8
15,114802,43811,2,2,1,1,18:38.4
9,23979,37154,3,2,2,1,19:12.0
17,27200,32642,5,4,2,1,19:45.6
10,96874,22537,1,2,1,1,20:19.2
5,145296,42652,2,5,0,1,20:52.8
11,21972,30840,3,5,2,0,21:26.4
10,67011,26201,2,4,0,1,22:00.0
7,113189,29244,1,4,2,1,22:33.6
7,180003,25696,2,5,0,1,23:07.2
6,150864,41668,3,5,1,1,23:40.8
4,107459,24343,1,5,2,0,24:14.4
8,137198,24833,3,2,0,1,24:48.0
15,154888,45388,4,2,0,0,25:21.6
5,164651,38440,3,5,1,1,25:55.2
1,135481,40525,1,3,0,1,26:28.8
4,127173,37127,1,3,2,1,27:02.4
15,73814,42528,1,4,2,1,27:36.0
8,95063,34899,1,5,1,0,28:09.6
6,68667,41505,4,4,2,0,28:43.2
11,96893,36233,3,5,2,1,29:16.8
4,165485,45844,2,5,2,0,29:50.4
5,90465,32241,1,2,2,0,30:24.0
17,125347,24476,1,4,2,0,30:57.6
14,15242,23380,3,4,2,0,31:31.2
16,37105,32165,1,3,2,0,32:04.8
12,105565,20585,1,4,1,1,32:38.4
9,49293,27866,1,5,1,0,33:12.0
12,54499,36259,1,5,0,0,33:45.6
11,93409,33030,2,5,0,1,34:19.2
18,47088,28190,3,4,0,1,34:52.8
10,126283,36982,3,4,2,1,35:26.4
5,140297,26560,3,5,2,1,36:00.0
14,67257,47752,3,3,2,1,36:33.6
10,74395,33324,1,4,0,1,37:07.2
13,22548,22088,1,4,0,1,37:40.8
16,161274,26568,2,4,2,1,38:14.4
16,14669,27443,1,4,2,1,38:48.0
4,80959,21309,5,5,1,1,39:21.6
4,75612,20563,2,5,2,1,39:55.2
10,120784,32620,1,4,2,0,40:28.8
18,140467,21078,1,5,0,1,41:02.4
7,102374,43020,2,4,2,1,41:36.0
12,86388,34039,5,5,2,0,42:09.6
12,115697,26080,4,4,2,1,42:43.2
12,178896,35373,2,3,0,0,43:16.8
15,173555,38457,4,2,2,1,43:50.4
6,30430,25783,2,4,0,1,44:24.0
15,105428,30172,2,5,1,1,44:57.6
10,38582,41460,3,4,2,0,45:31.2
2,169314,37187,1,3,1,1,46:04.8
10,179555,17621,2,4,2,0,46:38.4
15,84152,35563,3,4,0,0,47:12.0
19,9363,24741,2,2,2,1,47:45.6
13,114866,47361,3,5,1,0,48:19.2
5,46069,28830,4,5,0,0,48:52.8
9,129878,27620,1,4,0,1,49:26.4
7,104759,32816,2,5,2,1,50:00.0
17,14024,40546,4,5,0,0,50:33.6
7,50961,28250,2,3,2,1,51:07.2
6,132231,25417,4,5,0,0,51:40.8
10,108065,35125,3,5,2,0,52:14.4
19,90229,26070,1,4,0,0,52:48.0
18,35918,38076,3,5,0,1,53:21.6
6,121701,27641,3,3,2,1,53:55.2
12,150189,31135,2,4,2,1,54:28.8
13,143468,38198,3,4,1,0,55:02.4
8,66197,26516,2,3,0,1,55:36.0
13,164906,29736,3,5,2,0,56:09.6
18,65074,30681,2,4,2,1,56:43.2
17,114208,16604,1,5,1,1,57:16.8
18,140644,27739,1,5,0,0,57:50.4
2,117041,28335,1,5,2,1,58:24.0
13,27099,45821,2,4,2,1,58:57.6
6,84190,23379,1,4,2,1,59:31.2
12,99058,22247,2,4,2,1,00:04.8
20,118023,23061,3,5,2,1,00:38.4
13,190514,31465,2,4,2,1,01:12.0
9,177750,26572,5,4,2,1,01:45.6
5,67464,25180,3,5,2,0,02:19.2
12,116909,41557,3,4,2,1,02:52.8
4,46977,35511,1,4,0,0,03:26.4
7,155702,39277,1,4,2,1,04:00.0
15,133253,36293,2,4,0,0,04:33.6
11,7761,16992,2,4,2,1,05:07.2
3,64258,26567,4,5,1,1,05:40.8
12,111198,29194,4,3,0,1,06:14.4
4,70390,31116,1,2,2,1,06:48.0
17,55493,24716,1,2,2,1,07:21.6
12,104215,34364,1,5,0,1,07:55.2
5,119325,43335,1,4,1,1,08:28.8
11,129066,40088,1,3,1,1,09:02.4
14,124143,30818,3,4,2,1,09:36.0
10,114641,29266,2,4,2,1,10:09.6
9,40940,32109,5,5,1,1,10:43.2
15,25236,43091,1,3,0,1,11:16.8
12,110710,25292,1,5,2,0,11:50.4
14,106465,32895,3,5,2,1,12:24.0
10,191353,25523,3,4,2,1,12:57.6
12,184033,22463,4,4,2,1,13:31.2
4,92259,19710,1,5,2,1,14:04.8
11,40257,43903,2,4,1,1,14:38.4
5,47280,34350,3,3,2,0,15:12.0
10,141226,23853,1,5,0,1,15:45.6
8,177072,20394,1,2,0,1,16:19.2
8,42407,33332,3,3,2,1,16:52.8
2,63914,37296,3,3,2,0,17:26.4
20,76099,25381,3,4,2,0,18:00.0
17,106813,38348,2,4,1,1,18:33.6
15,92994,36490,5,4,0,1,19:07.2
15,134991,30729,4,2,2,1,19:40.8
11,82789,42338,1,5,2,1,20:14.4
6,176080,28390,1,2,2,1,20:48.0
13,187462,25724,1,4,1,1,21:21.6
11,11875,19172,1,5,2,0,21:55.2
2,132031,34872,2,4,0,1,22:28.8
20,104297,28050,1,4,2,0,23:02.4
12,21995,37313,4,4,2,1,23:36.0
12,182288,39445,2,5,2,1,24:09.6
15,34997,38165,1,2,0,1,24:43.2
17,43031,40171,4,5,0,0,25:16.8
8,82302,18873,2,4,2,1,25:50.4
11,112261,25317,2,5,2,1,26:24.0
6,177474,31174,2,3,2,1,26:57.6
10,130876,30635,3,4,0,1,27:31.2
4,94000,37023,1,4,2,0,28:04.8
11,31141,33066,2,4,2,1,28:38.4
10,55507,35233,1,2,0,1,29:12.0
12,56572,39525,1,2,2,1,29:45.6
16,38705,38461,1,5,2,1,30:19.2
10,177061,31287,1,3,0,1,30:52.8
13,86620,33543,1,4,2,1,31:26.4
1,20738,35950,1,5,1,0,32:00.0
17,143760,33948,2,4,0,1,32:33.6
4,101101,23174,2,3,2,0,33:07.2
17,27098,32666,3,5,2,1,33:40.8
3,93818,35126,1,5,2,0,34:14.4
2,33173,17993,2,5,0,1,34:48.0
9,74345,40187,3,5,1,1,35:21.6
9,106281,33257,2,5,0,1,35:55.2
19,192434,41430,3,3,0,1,36:28.8
14,56741,29978,2,4,1,0,37:02.4
5,183227,35577,3,5,0,1,37:36.0
10,70615,27310,4,2,2,0,38:09.6
4,180230,23152,3,4,0,0,38:43.2
8,90955,29946,1,4,2,0,39:16.8
17,110566,41515,1,3,0,1,39:50.4
9,147617,25632,5,5,0,0,40:24.0
13,101395,25468,4,4,2,1,40:57.6
14,182684,34968,2,5,2,0,41:31.2
5,117694,33316,2,5,2,0,42:04.8
9,163182,31333,2,4,2,0,42:38.4
8,185176,23607,3,5,2,1,43:12.0
10,120417,31495,1,2,0,1,43:45.6
17,8971,33470,2,5,2,0,44:19.2
15,133180,19706,1,5,1,1,44:52.8
17,123666,33697,3,5,2,0,45:26.4
5,11063,20240,1,4,0,1,46:00.0
5,170577,26540,4,4,1,1,46:33.6
15,35215,37001,2,4,2,0,47:07.2
18,37636,36143,3,4,0,1,47:40.8
2,169799,36046,3,2,1,1,48:14.4
17,122380,30942,2,4,2,1,48:48.0
17,58329,25151,1,4,0,1,49:21.6
18,103178,42660,2,3,2,1,49:55.2
9,170094,44042,4,4,0,1,50:28.8
4,98897,45229,4,4,2,1,51:02.4
12,116064,29685,3,3,0,0,51:36.0
12,67630,44981,2,4,1,1,52:09.6
13,22900,38168,1,5,0,1,52:43.2
8,130622,48061,3,4,1,0,53:16.8
3,150030,31603,3,4,2,1,53:50.4
4,153831,22372,3,4,2,1,54:24.0
18,54028,29661,3,4,0,1,54:57.6
4,135588,25951,1,3,1,1,55:31.2
14,61812,32330,1,3,2,1,56:04.8
7,21282,37330,4,3,2,1,56:38.4
11,96236,36610,4,5,2,1,57:12.0
3,86815,28860,3,5,0,1,57:45.6
9,35151,37829,1,3,2,1,58:19.2
7,4803,30689,2,2,2,1,58:52.8
12,33876,30417,3,3,2,0,59:26.4
10,107541,40660,3,5,2,1,00:00.0
8,25990,32005,1,5,2,1,00:33.6
1,26318,34239,1,4,2,1,01:07.2
19,164772,29860,3,5,0,1,01:40.8
12,156151,30335,3,4,0,1,02:14.4
6,167555,40066,1,5,2,0,02:48.0
9,172200,40322,1,4,2,1,03:21.6
5,167642,41889,5,4,0,1,03:55.2
15,155088,32403,1,5,0,1,04:28.8
8,51774,22963,4,5,2,1,05:02.4
9,62653,41283,3,4,0,1,05:36.0
4,50507,47253,1,2,0,1,06:09.6
13,193208,35664,1,3,2,1,06:43.2
12,184747,44457,1,3,0,0,07:16.8
5,80166,35609,2,3,2,1,07:50.4
7,175700,23388,5,3,1,1,08:24.0
6,73176,22547,3,3,2,1,08:57.6
14,78137,38936,2,4,2,1,09:31.2
5,73154,41993,3,5,1,1,10:04.8
9,51630,21493,1,5,0,1,10:38.4
10,57422,35916,2,5,0,1,11:12.0
9,44852,33744,3,4,1,0,11:45.6
11,186388,38118,3,5,2,0,12:19.2
6,76456,26383,1,4,0,1,12:52.8
2,28536,21108,1,5,1,1,13:26.4
4,80530,18430,3,5,2,1,14:00.0
3,33985,21873,1,4,2,1,14:33.6
9,89535,36263,3,4,0,0,15:07.2
4,132690,42546,2,4,2,1,15:40.8
9,169521,23258,4,4,2,1,16:14.4
13,147651,31305,1,4,1,0,16:48.0
16,120673,24743,4,4,2,1,17:21.6
11,74689,26483,2,2,2,1,17:55.2
8,63396,31986,3,3,2,1,18:28.8
13,183815,36181,1,5,2,1,19:02.4
18,124747,20122,1,3,2,0,19:36.0
7,140078,33750,3,4,2,0,20:09.6
10,81706,40410,4,3,2,1,20:43.2
1,7345,30710,1,5,2,0,21:16.8
8,132333,26050,2,5,0,1,21:50.4
15,32638,42678,3,4,1,0,22:24.0
16,183423,37369,4,5,0,1,22:57.6
8,115072,40829,1,5,0,1,23:31.2
4,26202,25789,2,4,0,1,24:04.8
15,20773,31407,3,2,2,1,24:38.4
18,81950,29718,3,4,2,0,25:12.0
12,184547,41292,3,5,2,0,25:45.6
12,189809,25572,2,4,0,1,26:19.2
14,164043,32885,1,2,2,1,26:52.8
12,32378,19991,2,4,1,1,27:26.4
18,14309,18230,1,4,0,1,28:00.0
19,91607,42346,5,5,1,0,28:33.6
7,144221,23913,3,4,1,0,29:07.2
9,18534,23822,3,5,1,1,29:40.8
2,35628,39948,3,4,2,0,30:14.4
5,148840,25661,5,4,0,0,30:48.0
18,147534,36713,2,5,0,1,31:21.6
15,27818,36858,1,2,0,1,31:55.2
16,111547,29216,1,3,2,0,32:28.8
11,122268,26969,1,4,1,1,33:02.4
5,158268,39584,1,4,1,0,33:36.0
10,32625,21510,5,5,1,1,34:09.6
19,166382,19960,2,4,2,1,34:43.2
15,29886,33527,4,4,0,0,35:16.8
7,96621,39256,2,5,0,1,35:50.4
18,105629,22143,3,5,1,1,36:24.0
9,31900,35915,2,5,1,1,36:57.6
8,38667,35162,2,4,2,0,37:31.2
8,119217,39954,1,3,2,1,38:04.8
14,167130,27195,3,4,1,0,38:38.4
15,108525,28860,1,4,2,1,39:12.0
5,96173,29026,4,5,1,1,39:45.6
20,108977,36838,1,4,2,0,40:19.2
8,170750,39099,5,5,0,1,40:52.8
4,95748,25743,1,5,0,0,41:26.4
11,156131,32886,1,5,2,0,42:00.0
12,182768,31562,3,5,2,1,42:33.6
2,56324,28960,1,3,0,1,43:07.2
13,55994,36704,2,4,2,1,43:40.8
17,114805,34053,4,2,1,0,44:14.4
12,90221,30928,2,2,0,1,44:48.0
11,48221,37088,2,4,0,1,45:21.6
12,60073,39360,1,4,1,1,45:55.2
18,98138,34315,3,3,0,0,46:28.8
5,98459,30031,3,2,0,0,47:02.4
12,89755,28873,1,4,2,0,47:36.0
15,44560,40181,5,4,2,0,48:09.6
4,59610,41445,2,4,2,1,48:43.2
19,67756,35828,1,3,2,1,49:16.8
6,113219,32320,2,4,2,0,49:50.4
5,112542,21710,1,5,2,1,50:24.0
10,117247,33931,3,5,2,1,50:57.6
8,136390,40662,2,2,0,1,51:31.2
13,62745,37438,2,2,2,1,52:04.8
6,169681,43590,1,4,2,0,52:38.4
20,156949,31147,1,4,2,1,53:12.0
2,121968,26275,3,5,2,1,53:45.6
9,116621,27199,1,2,0,1,54:19.2
8,141284,36785,2,4,0,1,54:52.8
5,162862,35918,4,5,0,1,55:26.4
10,130395,40998,4,2,0,0,56:00.0
10,120698,37175,2,4,2,1,56:33.6
11,194765,19977,3,5,2,1,57:07.2
10,45366,27568,2,4,2,1,57:40.8
9,166730,35645,3,5,1,1,58:14.4
10,96352,22214,2,2,2,1,58:48.0
15,120833,44858,2,5,1,1,59:21.6
10,180220,31115,2,5,0,1,59:55.2
5,48115,39389,4,2,0,1,00:28.8
11,131034,30993,1,4,2,1,01:02.4
14,157819,32025,1,2,2,0,01:36.0
8,51094,25590,1,5,2,1,02:09.6
11,29256,38432,3,2,2,1,02:43.2
9,22431,42416,1,5,2,1,03:16.8
2,37735,25859,1,3,0,1,03:50.4
15,159066,41914,3,5,1,0,04:24.0
4,99677,43264,2,4,0,0,04:57.6
12,112128,38976,3,4,0,0,05:31.2
11,163338,33705,2,4,2,1,06:04.8
12,135958,36195,3,5,2,1,06:38.4
3,97426,26746,4,2,2,1,07:12.0
10,99490,42216,1,3,2,1,07:45.6
11,166002,37269,4,4,0,1,08:19.2
3,40002,27715,5,5,0,1,08:52.8
13,17259,34184,3,5,2,1,09:26.4
1,65680,32630,3,4,2,1,10:00.0
11,176737,25817,1,4,0,1,10:33.6
9,103537,28479,4,4,2,1,11:07.2
19,174772,40034,1,4,1,1,11:40.8
12,38307,32732,3,3,0,1,12:14.4
2,167476,40178,3,4,1,0,12:48.0
12,157117,27551,1,4,2,1,13:21.6
16,75743,39245,1,4,1,1,13:55.2
10,116930,26121,1,4,0,1,14:28.8
4,59023,31129,2,5,2,1,15:02.4
2,105224,38436,2,2,2,0,15:36.0
13,21626,21685,1,5,0,0,16:09.6
19,168351,22451,3,2,2,1,16:43.2
7,32104,22969,1,5,2,1,17:16.8
9,74546,25318,5,4,0,0,17:50.4
10,183745,30043,2,5,1,1,18:24.0
17,15021,28605,3,5,1,1,18:57.6
9,125656,30264,5,3,0,1,19:31.2
18,33099,36883,4,5,2,1,20:04.8
8,34772,39797,1,4,0,1,20:38.4
13,116929,42741,1,5,0,1,21:12.0
9,88156,23744,5,5,0,1,21:45.6
12,52255,30850,3,4,1,1,22:19.2
13,131450,31177,2,3,0,1,22:52.8
10,122278,34933,5,3,2,1,23:26.4
8,89006,37083,2,5,2,1,24:00.0
15,61257,28006,2,3,2,1,24:33.6
3,126355,31484,3,5,0,1,25:07.2
9,95006,26756,4,4,0,1,25:40.8
3,158507,32243,1,5,2,0,26:14.4
19,37607,30192,3,4,0,0,26:48.0
2,92003,26350,2,4,2,1,27:21.6
7,158762,37927,1,5,2,1,27:55.2
7,58194,42456,3,4,2,1,28:28.8
13,93290,26903,2,5,2,1,29:02.4
17,134213,35488,1,5,2,0,29:36.0
2,159924,17968,1,4,2,0,30:09.6
5,193894,46230,4,5,1,1,30:43.2
14,82938,28599,3,3,0,1,31:16.8
16,106431,17035,2,4,0,1,31:50.4
4,86141,28588,1,3,0,1,32:24.0
6,176471,39938,2,2,1,1,32:57.6
14,154932,24364,1,5,0,1,33:31.2
5,53662,32935,1,4,2,1,34:04.8
18,58532,25974,1,5,2,1,34:38.4
15,67497,32342,1,5,1,1,35:12.0
7,101223,48180,1,5,1,1,35:45.6
4,116875,21827,4,3,0,1,36:19.2
11,28999,27814,1,5,2,1,36:52.8
13,99760,43366,1,5,2,1,37:26.4
13,123324,25360,3,5,0,1,38:00.0
13,45617,32713,2,3,0,1,38:33.6
17,148402,32052,1,3,0,0,39:07.2
6,116315,30947,4,3,0,1,39:40.8
14,89487,31458,1,4,0,1,40:14.4
14,163975,39693,1,2,2,1,40:48.0
12,41368,23828,1,3,2,1,41:21.6
11,161808,39842,1,4,0,0,41:55.2
19,81704,30556,3,5,1,0,42:28.8
20,48714,35733,1,4,2,1,43:02.4
6,109435,25717,4,4,2,1,43:36.0
6,105818,45619,2,4,0,0,44:09.6
11,108274,45605,1,4,2,1,44:43.2
