car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_true,timestamp
14,45979,38654,2,4,0,0,4067,09:50.4
9,191792,44622,3,4,2,1,3015,10:24.0
10,57771,26759,1,5,1,1,6492,10:57.6
8,13033,23703,1,4,2,0,8991,11:31.2
13,55183,23774,3,2,2,1,2695,12:04.8
13,85119,32979,1,5,1,1,5194,12:38.4
18,174978,28195,3,5,2,1,1280,13:12.0
13,28947,40849,2,5,2,0,5332,13:45.6
17,37802,39501,3,5,2,1,4644,14:19.2
14,70416,40220,1,5,2,1,4527,14:52.8
16,192156,37203,2,4,2,1,1767,15:26.4
11,163187,41673,3,2,1,1,3829,16:00.0
12,139494,37873,1,4,2,0,4082,16:33.6
2,63822,17208,1,4,2,1,6636,17:07.2
12,157548,29234,3,2,2,0,2671,17:40.8
17,85001,34065,3,5,1,1,1670,18:14.4
11,52523,28079,3,4,2,0,4281,18:48.0
14,127567,43399,1,3,2,1,4509,19:21.6
9,144835,38741,3,5,1,1,3560,19:55.2
19,168655,39750,1,3,2,0,1735,20:28.8
12,145731,26278,1,4,2,1,3561,21:02.4
5,69387,35354,3,4,2,1,8621,21:36.0
4,83713,29447,1,4,2,1,8326,22:09.6
12,99683,32153,3,3,2,0,1948,22:43.2
12,167810,26183,3,4,0,0,547,23:16.8
12,193144,35378,4,5,0,0,696,23:50.4
12,85519,33393,4,4,2,0,2245,24:24.0
6,155775,32061,1,4,1,0,4950,24:57.6
12,104742,36363,4,3,2,0,2929,25:31.2
1,29772,32675,2,5,2,1,13501,26:04.8
1,61345,33875,3,3,2,0,8420,26:38.4
3,28647,22904,2,5,1,1,11063,27:12.0
15,72136,27782,3,5,2,1,2424,27:45.6
11,82026,35465,1,4,2,1,8318,28:19.2
17,22447,25571,1,5,2,0,2780,28:52.8
3,31352,35104,3,3,0,0,6766,29:26.4
1,16490,32085,4,4,2,1,10394,30:00.0
16,168435,25268,1,4,2,1,2828,30:33.6
15,112379,40869,3,3,0,1,3783,31:07.2
6,98320,20759,4,4,1,1,2417,31:40.8
4,35096,26505,1,4,0,1,11140,32:14.4
8,76190,37369,2,2,2,1,11073,32:48.0
2,60301,27616,1,5,2,1,13319,33:21.6
15,185354,36149,5,2,0,1,1311,33:55.2
11,101016,35288,4,5,2,0,1541,34:28.8
10,56538,35416,3,5,2,1,4458,35:02.4
18,178585,30535,1,5,2,1,1100,35:36.0
18,97000,35545,2,4,1,1,5045,36:09.6
8,45551,20257,1,2,0,1,7230,36:43.2
15,189907,34308,1,4,1,0,3085,37:16.8
9,91683,23316,4,3,2,1,1741,37:50.4
10,127521,38709,1,3,0,1,3682,38:24.0
13,123908,37331,2,5,1,0,2065,38:57.6
12,46178,38409,3,5,0,0,3353,39:31.2
5,166452,29909,3,5,2,1,3223,40:04.8
16,61678,20549,1,5,0,1,2920,40:38.4
9,49922,47591,3,5,2,1,4812,41:12.0
10,159141,33646,2,4,2,1,2227,41:45.6
13,37028,40481,5,4,1,1,2858,42:19.2
12,120818,23209,1,4,2,0,1914,42:52.8
7,60169,46554,3,5,2,1,5395,43:26.4
10,103176,30475,1,4,2,1,6244,44:00.0
12,167402,24796,2,4,2,1,2321,44:33.6
11,140103,34767,2,5,2,0,1548,45:07.2
5,83622,41529,1,5,2,1,10189,45:40.8
3,137202,46981,3,3,2,0,4674,46:14.4
9,57231,27303,3,5,1,0,3211,46:48.0
6,136519,39958,1,5,0,0,7030,47:21.6
6,118672,37797,1,4,0,0,6535,47:55.2
11,169134,21268,1,3,2,1,2640,48:28.8
8,181416,31195,3,5,1,0,3338,49:02.4
9,155768,44364,2,5,2,1,3263,49:36.0
7,20853,40479,1,3,0,1,15209,50:09.6
6,34003,34743,3,4,1,1,7657,50:43.2
17,25053,34846,3,5,2,1,3666,51:16.8
11,169238,38783,1,4,2,0,2807,51:50.4
7,110440,39957,1,4,1,1,11976,52:24.0
7,64377,33294,2,4,2,0,6075,52:57.6
15,99752,32127,1,5,2,0,2925,53:31.2
4,15586,37757,2,2,0,1,12438,54:04.8
6,34259,30727,1,4,2,0,9091,54:38.4
3,105087,44058,2,4,2,1,12881,55:12.0
13,164731,45851,1,3,2,1,3337,55:45.6
6,122024,31735,1,4,0,0,6311,56:19.2
9,153904,26900,1,4,1,1,5060,56:52.8
17,79828,37753,2,5,0,1,2489,57:26.4
10,114501,37624,3,4,2,1,3135,58:00.0
9,62380,35766,2,4,2,1,5090,58:33.6
15,116640,34130,2,3,2,1,2945,59:07.2
13,22939,26113,1,5,2,0,5091,59:40.8
6,189505,28040,1,5,2,0,2908,00:14.4
18,38204,20417,2,5,2,1,1493,00:48.0
13,150583,18674,1,2,2,0,1903,01:21.6
17,164656,18729,3,4,2,1,409,01:55.2
6,124544,39397,1,5,0,0,5752,02:28.8
5,92203,39689,1,2,1,0,12271,03:02.4
2,155811,36517,1,5,1,0,10381,03:36.0
11,76348,24945,1,5,2,1,5017,04:09.6
12,133024,23699,5,4,2,0,1276,04:43.2
4,141526,42421,2,5,0,1,4574,05:16.8
12,16313,25368,3,2,0,1,4239,05:50.4
4,5779,25750,1,5,0,0,13601,06:24.0
9,161089,34274,3,4,1,0,3584,06:57.6
6,26762,39546,3,3,2,1,8432,07:31.2
11,130887,35257,2,4,1,1,3508,08:04.8
7,57857,34997,2,3,1,1,11157,08:38.4
15,119099,33088,2,2,2,0,3196,09:12.0
17,79251,38918,1,4,1,1,6674,09:45.6
13,120515,42720,5,5,0,1,1288,10:19.2
8,138702,28066,3,3,2,1,2093,10:52.8
5,93028,23038,3,5,2,1,2851,11:26.4
6,64508,21455,3,5,2,1,3791,12:00.0
5,163643,29278,1,2,2,1,7709,12:33.6
12,73264,27638,2,5,2,1,3199,13:07.2
9,73809,33614,4,5,2,1,2812,13:40.8
18,51004,37681,4,5,1,0,2197,14:14.4
14,4849,24682,1,4,1,0,7208,14:48.0
11,124063,26878,5,5,2,1,993,15:21.6
9,91270,34194,3,4,2,1,5052,15:55.2
20,14269,28964,2,3,2,1,2807,16:28.8
16,60126,22780,1,5,2,1,2550,17:02.4
12,104401,39249,1,4,0,1,6748,17:36.0
3,149005,40956,3,2,1,1,9262,18:09.6
8,43684,20695,1,4,0,1,4197,18:43.2
10,36642,27984,1,5,2,1,8462,19:16.8
14,127248,35972,2,3,2,1,4736,19:50.4
13,64697,19447,1,4,1,1,3126,20:24.0
16,81628,41616,1,4,2,1,3948,20:57.6
4,96099,36564,3,4,0,1,5481,21:31.2
7,44889,38249,1,5,1,0,10845,22:04.8
9,163588,39008,4,5,2,1,2164,22:38.4
13,62690,46061,2,5,2,0,4551,23:12.0
12,135943,37840,3,5,2,1,3266,23:45.6
3,117553,34038,3,4,0,0,4639,24:19.2
14,73314,42119,2,3,2,0,2976,24:52.8
20,72078,41106,2,5,1,1,3654,25:26.4
2,128362,32491,1,5,2,1,10494,26:00.0
12,69192,27659,3,5,1,1,3758,26:33.6
13,148836,31675,5,4,2,1,1113,27:07.2
13,92868,40334,3,5,1,1,2550,27:40.8
17,114101,29925,3,3,0,1,1607,28:14.4
9,193849,24625,1,5,2,0,1629,28:48.0
10,158593,26316,3,3,0,1,2556,29:21.6
6,180453,23942,1,5,2,1,2313,29:55.2
6,149073,32931,4,4,2,1,2429,30:28.8
9,53600,37250,4,5,2,1,4217,31:02.4
11,143044,25913,5,5,0,0,365,31:36.0
18,89638,37642,3,4,2,1,1975,32:09.6
5,83393,39532,1,3,2,1,10680,32:43.2
9,176309,30728,3,4,1,0,1769,33:16.8
16,173891,19482,1,4,2,1,1354,33:50.4
5,182017,30437,4,4,2,1,3337,34:24.0
11,162505,33612,2,5,2,0,2560,34:57.6
7,156587,34515,2,3,2,1,4711,35:31.2
11,79058,29381,2,4,2,1,4859,36:04.8
3,64455,29630,4,4,1,0,7012,36:38.4
15,51625,33840,3,3,2,1,3234,37:12.0
1,72932,40977,4,5,2,1,5982,37:45.6
10,74377,30505,5,5,1,1,2231,38:19.2
3,127295,21461,1,4,1,1,6178,38:52.8
11,103885,38209,2,4,1,1,7814,39:26.4
4,140340,35027,4,4,2,0,2135,40:00.0
17,188791,17533,3,3,0,1,960,40:33.6
12,120227,45689,3,5,1,0,5711,41:07.2
4,63710,34134,3,5,0,0,6548,41:40.8
17,168454,27278,1,5,1,0,1526,42:14.4
13,145047,36068,3,3,2,0,2852,42:48.0
8,141476,27630,3,4,2,1,2518,43:21.6
20,110893,37674,1,3,2,0,2347,43:55.2
6,194287,20225,4,4,2,1,1558,44:28.8
12,151288,33011,2,5,0,1,2874,45:02.4
7,165976,32839,1,3,2,1,4136,45:36.0
3,62059,46632,2,5,1,1,13693,46:09.6
9,176691,33436,2,3,2,1,3538,46:43.2
12,73545,32463,4,5,1,0,2718,47:16.8
9,19827,47911,1,2,2,1,19357,47:50.4
5,44120,28857,3,5,2,0,5198,48:24.0
13,118151,33060,1,5,1,1,4792,48:57.6
6,88559,32268,1,3,2,0,10769,49:31.2
16,64507,35961,3,2,2,0,1949,50:04.8
16,65243,35799,1,5,1,0,6817,50:38.4
9,155539,25788,3,4,2,0,2234,51:12.0
14,33889,23405,3,2,1,1,4407,51:45.6
3,55452,22955,1,3,2,1,11395,52:19.2
4,193803,39694,1,5,0,1,6616,52:52.8
8,31134,22483,2,4,1,1,6331,53:26.4
15,154601,23436,2,5,1,0,1759,54:00.0
6,95293,28885,3,4,2,0,3355,54:33.6
13,47765,42461,1,2,0,1,6324,55:07.2
20,59032,34026,1,4,1,0,3071,55:40.8
9,160306,34950,1,4,2,1,5444,56:14.4
9,19298,32498,1,5,0,1,7323,56:48.0
5,51669,32236,1,5,0,1,11037,57:21.6
8,191531,37132,3,5,1,1,3750,57:55.2
17,71292,41196,1,4,2,1,6902,58:28.8
12,69654,30048,4,4,2,1,2887,59:02.4
10,175766,43506,1,5,0,1,2450,59:36.0
12,155755,17603,1,4,2,1,1804,00:09.6
9,73762,25847,3,4,2,1,2457,00:43.2
17,12535,17786,1,4,0,1,1997,01:16.8
20,109121,27147,2,5,2,1,969,01:50.4
13,62433,26512,3,4,2,0,3485,02:24.0
10,173711,38371,3,4,2,0,2655,02:57.6
3,131338,22529,1,3,2,1,7857,03:31.2
10,77477,22805,1,5,2,0,3307,04:04.8
19,161577,33590,1,4,0,1,806,04:38.4
6,39604,27501,3,5,2,1,4185,05:12.0
7,164633,28355,1,5,2,1,3662,05:45.6
15,9298,33039,4,3,0,1,1966,06:19.2
10,64718,32606,2,4,2,1,4171,06:52.8
18,116523,26441,2,2,0,0,762,07:26.4
20,88858,36996,1,5,2,0,1304,08:00.0
16,99743,22920,2,4,2,1,2582,08:33.6
5,67692,45616,1,4,2,1,18042,09:07.2
16,111629,41680,1,5,2,1,2661,09:40.8
17,36036,21987,4,4,2,1,1538,10:14.4
14,82410,27935,3,5,2,1,1716,10:48.0
17,167221,45967,2,2,0,1,3374,11:21.6
11,45114,31075,2,4,2,0,4249,11:55.2
5,130133,39558,1,4,0,1,6243,12:28.8
9,130493,24689,3,2,2,0,3000,13:02.4
10,78786,26720,1,5,0,0,4165,13:36.0
9,44262,36354,3,5,0,1,5898,14:09.6
16,31927,22853,1,5,2,1,3349,14:43.2
3,101128,25982,5,5,0,0,2053,15:16.8
15,37705,27194,2,5,1,0,2548,15:50.4
3,28832,33480,2,4,0,1,12776,16:24.0
3,36465,23767,3,5,2,1,7462,16:57.6
5,55193,27848,1,4,1,0,12226,17:31.2
16,85340,21470,2,4,0,1,1345,18:04.8
9,99636,34727,1,4,2,1,5168,18:38.4
9,59070,46596,2,4,0,1,7364,19:12.0
4,166774,27673,1,5,2,1,5866,19:45.6
6,86712,18537,2,4,1,1,3693,20:19.2
9,170001,35194,1,5,0,1,2443,20:52.8
7,97994,33236,1,4,2,0,7020,21:26.4
19,145545,26325,1,5,2,1,1744,22:00.0
8,138269,29268,1,5,2,1,6277,22:33.6
9,4595,34915,1,4,1,1,11490,23:07.2
8,165968,38075,4,5,2,1,2348,23:40.8
12,34669,28539,1,5,2,1,5936,24:14.4
16,102293,34687,1,4,0,1,3020,24:48.0
7,32518,22086,3,5,2,1,5003,25:21.6
9,97312,30579,1,4,0,1,7022,25:55.2
16,161197,43252,1,5,0,0,1253,26:28.8
10,82553,30589,2,2,2,1,4294,27:02.4
16,108215,34726,1,5,2,1,4782,27:36.0
10,143432,22053,2,5,0,1,1483,28:09.6
18,77570,30484,2,2,2,1,3153,28:43.2
17,183609,39850,5,4,2,1,445,29:16.8
5,170898,35487,5,4,2,0,2784,29:50.4
11,22016,47597,1,5,2,1,10958,30:24.0
11,148502,38638,1,3,1,1,5079,30:57.6
10,82840,33738,4,3,2,1,2718,31:31.2
16,36886,35591,3,5,2,1,2143,32:04.8
12,66330,31790,1,4,2,0,3915,32:38.4
12,143201,37032,3,5,0,1,1247,33:12.0
10,78990,36780,5,5,2,0,1703,33:45.6
10,108758,28833,1,4,1,1,6662,34:19.2
13,22543,31406,2,5,1,1,4539,34:52.8
14,12126,25162,2,2,0,0,4871,35:26.4
2,15472,42552,1,4,2,0,25051,36:00.0
10,144020,35829,1,2,2,0,4784,36:33.6
12,58199,20104,4,4,2,1,2686,37:07.2
11,149136,40579,3,4,2,1,3503,37:40.8
6,64305,46893,3,4,0,1,10018,38:14.4
16,24948,41502,3,2,2,0,5068,38:48.0
8,83151,38072,1,5,0,1,7049,39:21.6
4,64708,41688,2,5,1,1,12657,39:55.2
8,137182,33025,2,4,2,1,4882,40:28.8
6,112601,34108,1,3,0,1,6008,41:02.4
17,189428,37999,3,4,0,1,1512,41:36.0
18,37922,22810,1,3,2,1,2489,42:09.6
3,40511,38294,2,4,1,1,14231,42:43.2
5,99580,39280,3,3,2,0,4542,43:16.8
11,112938,41136,2,4,2,1,7146,43:50.4
4,101178,27977,1,4,0,0,8612,44:24.0
16,42301,41686,1,4,1,1,6737,44:57.6
7,108419,24912,1,3,0,0,4496,45:31.2
18,155916,30280,2,5,0,1,1312,46:04.8
17,90961,42771,2,4,0,1,1683,46:38.4
9,103244,26868,1,5,2,1,3908,47:12.0
10,146946,23885,2,2,1,1,4779,47:45.6
15,177988,44105,2,2,1,0,3988,48:19.2
8,37730,33464,1,3,2,1,8967,48:52.8
19,147184,25873,1,4,1,1,2279,49:26.4
18,36000,37908,1,4,0,0,4873,50:00.0
9,163914,30723,1,4,2,0,2370,50:33.6
5,34669,22089,1,4,2,1,8715,51:07.2
5,155674,36935,2,4,2,1,4570,51:40.8
10,124362,40658,4,4,2,0,3236,52:14.4
2,156797,32962,1,5,2,0,8378,52:48.0
11,21077,23832,1,4,1,0,6259,53:21.6
12,35619,25914,1,4,0,1,5145,53:55.2
19,175941,18195,3,4,0,1,810,54:28.8
10,58996,40237,4,5,2,1,6018,55:02.4
17,12843,28814,2,4,0,1,3548,55:36.0
12,162686,27204,4,3,2,1,1848,56:09.6
10,104138,17906,1,2,2,1,4693,56:43.2
15,141926,26269,2,4,1,1,1934,57:16.8
14,46696,36299,4,4,1,1,4012,57:50.4
12,91711,25806,3,3,1,1,4072,58:24.0
17,156020,26875,1,4,2,1,1387,58:57.6
12,55550,31620,3,5,0,0,2748,59:31.2
9,63558,28041,2,5,0,0,2534,00:04.8
16,82668,35943,2,2,1,1,4177,00:38.4
12,137327,37539,4,5,0,1,731,01:12.0
10,98541,32930,1,4,2,0,5655,01:45.6
11,93637,35759,5,5,2,1,1690,02:19.2
6,14496,30323,1,3,1,1,16621,02:52.8
2,97078,20218,5,5,1,1,3494,03:26.4
8,24737,43020,1,4,0,0,13282,04:00.0
7,34622,36846,1,5,2,0,10330,04:33.6
9,23526,30267,1,5,2,1,10637,05:07.2
6,157634,24076,4,5,0,1,1066,05:40.8
7,132550,30870,2,4,2,1,3137,06:14.4
6,141111,25327,3,5,2,1,2242,06:48.0
7,158530,21377,1,5,1,1,4938,07:21.6
11,147787,25928,3,4,0,1,1040,07:55.2
3,139447,24916,1,5,1,1,6156,08:28.8
9,83924,43052,1,3,2,1,7400,09:02.4
7,187499,34245,1,3,1,1,6481,09:36.0
6,82300,38071,4,5,2,1,3653,10:09.6
10,69067,31380,2,5,1,1,5913,10:43.2
13,50149,33870,1,4,1,1,8100,11:16.8
2,145284,45844,5,4,0,1,5390,11:50.4
9,86898,42088,3,5,2,0,4492,12:24.0
9,69117,30835,2,4,2,1,4703,12:57.6
17,174342,29433,2,4,0,1,1879,13:31.2
10,104309,25154,1,3,2,0,5195,14:04.8
11,111165,33394,1,2,0,0,4997,14:38.4
4,22345,31959,2,4,0,1,9116,15:12.0
2,105203,24146,1,5,2,1,6713,15:45.6
4,115312,23384,1,4,2,1,5575,16:19.2
8,38827,35219,2,5,2,1,6635,16:52.8
2,112172,35031,4,4,2,1,3995,17:26.4
15,98804,22404,4,4,2,1,1016,18:00.0
10,146348,42299,2,2,2,0,3707,18:33.6
7,70670,43385,2,5,0,1,5911,19:07.2
7,171415,41851,2,2,2,0,6406,19:40.8
17,122857,33870,2,3,0,0,1233,20:14.4
6,77734,39672,4,5,1,1,8250,20:48.0
18,86655,26680,2,4,2,1,1539,21:21.6
14,65104,34259,5,3,0,1,1157,21:55.2
10,75348,32691,1,5,2,1,6230,22:28.8
5,77737,28042,1,2,2,1,10081,23:02.4
10,164157,28267,3,5,2,0,984,23:36.0
12,152559,43871,2,4,0,0,3367,24:09.6
5,45786,34850,1,3,0,1,15178,24:43.2
16,161483,27012,3,5,0,1,689,25:16.8
18,155697,28420,1,3,2,1,1774,25:50.4
16,158042,30617,3,5,0,1,1181,26:24.0
2,48333,40364,1,4,2,1,20554,26:57.6
13,151429,38834,4,2,2,0,2364,27:31.2
17,83452,32560,3,2,0,1,2311,28:04.8
11,146740,18606,1,5,2,0,1475,28:38.4
6,112241,20427,1,4,0,1,4782,29:12.0
9,120518,32546,1,2,1,1,9220,29:45.6
15,86493,31908,2,4,1,0,4036,30:19.2
15,40588,35775,2,5,0,1,3114,30:52.8
16,72304,28639,2,4,2,1,3228,31:26.4
16,173037,32402,1,5,0,1,806,32:00.0
6,104207,28809,1,4,2,0,4761,32:33.6
10,33916,29629,1,5,1,1,7468,33:07.2
19,69461,24221,2,3,2,0,1315,33:40.8
7,93636,28667,1,4,1,1,10095,34:14.4
10,96994,34896,2,5,0,0,2180,34:48.0
1,36123,41762,2,2,2,1,17115,35:21.6
14,65716,21959,1,5,0,1,2849,35:55.2
5,86687,43377,3,4,1,1,8489,36:28.8
10,111340,33437,3,4,2,1,2731,37:02.4
7,94556,30320,1,4,0,1,6152,37:36.0
4,62954,27823,1,5,0,1,7231,38:09.6
16,95289,28627,4,2,2,0,1065,38:43.2
5,175516,19207,1,3,0,1,3867,39:16.8
13,178966,26617,1,4,0,0,1021,39:50.4
2,116638,19763,1,4,0,1,5683,40:24.0
5,23386,39915,1,4,2,1,19018,40:57.6
13,148109,17940,1,5,0,0,1484,41:31.2
11,141898,28077,4,5,0,1,817,42:04.8
12,73264,40519,2,4,0,1,6810,42:38.4
18,159102,37512,3,3,0,0,836,43:12.0
18,113623,31415,3,5,2,1,1720,43:45.6
4,77464,36567,2,3,0,1,9552,44:19.2
15,34290,26785,1,4,0,1,4263,44:52.8
14,159435,42620,5,5,1,1,1931,45:26.4
13,119320,41816,1,5,2,0,5595,46:00.0
16,37184,35082,1,4,0,0,3882,46:33.6
9,66733,32386,2,4,2,1,4607,47:07.2
18,76564,20914,1,4,1,1,3582,47:40.8
14,166627,38405,1,5,2,1,1907,48:14.4
11,33426,22218,2,3,2,0,4033,48:48.0
15,79453,39811,5,5,2,1,2161,49:21.6
15,144814,29516,1,4,0,1,2707,49:55.2
9,50536,36121,1,2,2,1,11012,50:28.8
17,144633,23753,3,4,0,0,911,51:02.4
15,110212,20300,1,2,2,1,3717,51:36.0
13,18708,34746,1,3,2,1,7059,52:09.6
11,115394,22993,1,5,2,1,2729,52:43.2
14,46722,22094,1,3,2,1,3184,53:16.8
12,74546,25341,3,5,2,0,1279,53:50.4
20,69932,31771,3,4,2,0,818,54:24.0
10,152365,32782,4,3,2,1,2158,54:57.6
13,22867,34059,1,3,2,1,6399,55:31.2
14,90771,40294,4,5,0,1,1185,56:04.8
8,192309,34135,3,4,0,1,2134,56:38.4
5,170956,42596,2,4,2,1,5292,57:12.0
8,13083,26259,1,4,2,0,9801,57:45.6
17,125500,35571,3,4,2,1,1044,58:19.2
12,176084,26185,2,5,0,0,1465,58:52.8
18,163225,32731,3,4,2,1,723,59:26.4
14,144720,33875,3,5,2,0,999,00:00.0
8,78371,26683,3,5,2,1,3179,00:33.6
14,16462,45561,2,3,0,1,4843,01:07.2
16,110012,44047,1,4,0,1,4928,01:40.8
14,156913,35059,4,3,2,1,1330,02:14.4
2,165065,37216,3,5,2,1,6802,02:48.0
2,141049,24567,3,4,2,0,3225,03:21.6
11,98319,32392,1,3,1,1,8706,03:55.2
16,103832,37225,3,3,1,1,4476,04:28.8
13,129275,31118,1,3,2,0,4561,05:02.4
18,63311,34283,2,2,2,1,3752,05:36.0
17,46923,31500,3,4,2,0,1264,06:09.6
2,96563,25165,2,5,1,1,5991,06:43.2
16,92377,40590,3,5,0,0,1218,07:16.8
11,151139,42259,2,5,0,1,2985,07:50.4
9,131958,16845,5,5,0,1,621,08:24.0
10,34237,42214,3,2,2,1,9841,08:57.6
2,120819,38565,3,4,2,1,9328,09:31.2
5,77042,39345,3,5,0,0,3335,10:04.8
10,112485,29652,1,4,2,0,4550,10:38.4
17,128325,22740,5,4,2,1,756,11:12.0
3,101868,35597,4,3,2,1,4181,11:45.6
12,89900,32257,2,5,1,1,5943,12:19.2
13,153586,30404,2,2,0,0,1276,12:52.8
11,31419,17118,1,5,0,1,2621,13:26.4
5,165316,34344,2,3,1,0,4152,14:00.0
13,13498,29058,3,4,0,1,2775,14:33.6
7,147499,45927,1,4,0,0,6184,15:07.2
8,113907,38910,2,4,2,0,3725,15:40.8
16,6782,42079,4,4,1,1,6819,16:14.4
18,66487,28170,1,4,1,0,3354,16:48.0
19,156675,33364,1,5,2,1,1222,17:21.6
5,180663,27944,2,3,1,1,6566,17:55.2
7,133977,40042,2,4,2,1,5366,18:28.8
8,59106,36258,5,5,1,0,3411,19:02.4
8,42823,25984,4,3,2,1,5377,19:36.0
14,58056,40538,1,5,2,1,8007,20:09.6
6,164229,46059,1,5,0,0,4756,20:43.2
8,127813,19974,5,4,0,0,530,21:16.8
14,20425,28728,3,5,1,1,3331,21:50.4
19,182707,41681,1,3,0,0,780,22:24.0
9,28370,22515,1,4,0,1,6227,22:57.6
1,88263,33227,2,3,1,1,14330,23:31.2
13,179570,22275,2,5,1,0,1105,24:04.8
4,188020,26597,1,4,1,0,5159,24:38.4
13,84857,27222,2,4,2,0,3180,25:12.0
12,173903,35684,2,4,0,1,3516,25:45.6
6,45530,38358,1,4,2,0,13542,26:19.2
12,164841,34417,1,4,0,1,4468,26:52.8
16,169233,38065,4,5,0,1,497,27:26.4
16,96478,31102,2,3,1,0,3191,28:00.0
8,180559,42064,3,5,1,1,3996,28:33.6
6,17045,46394,1,5,2,1,21298,29:07.2
17,186078,44670,3,5,0,0,521,29:40.8
10,166344,23621,1,5,2,1,2112,30:14.4
9,70837,35107,1,4,0,1,5894,30:48.0
11,87717,32035,1,4,2,1,7865,31:21.6
8,61991,39898,2,3,2,1,9849,31:55.2
4,168545,26325,2,4,2,0,4717,32:28.8
13,172261,25765,5,4,0,0,241,33:02.4
10,21853,23586,3,4,0,1,4372,33:36.0
6,148429,40517,1,4,1,0,7249,34:09.6
6,155575,32253,3,5,2,1,3972,34:43.2
10,48169,31742,3,5,1,1,3762,35:16.8
4,38873,30852,1,5,1,0,11148,35:50.4
20,160307,31682,4,5,2,0,395,36:24.0
10,102751,17156,1,4,0,1,1803,36:57.6
17,36864,27519,3,4,2,0,1966,37:31.2
15,117882,38961,1,5,2,1,5043,38:04.8
7,105214,45268,1,5,2,0,10454,38:38.4
6,172379,29600,1,5,0,1,2669,39:12.0
9,149806,46320,1,5,0,0,3761,39:45.6
17,166107,39520,4,4,0,1,475,40:19.2
11,21591,23120,2,5,2,0,3512,40:52.8
3,58618,45749,2,5,0,1,14303,41:26.4
13,119377,28157,1,5,2,0,3528,42:00.0
6,64914,26246,3,4,2,1,4412,42:33.6
3,24013,29498,1,5,2,1,15543,43:07.2
2,85690,29083,1,5,2,1,12622,43:40.8
14,167490,41319,1,4,2,0,4123,44:14.4
7,34480,24987,5,5,0,1,2857,44:48.0
5,133077,38819,1,3,2,1,9701,45:21.6
20,91459,22933,2,4,2,1,1605,45:55.2
7,134223,29897,2,5,2,1,5311,46:28.8
15,132200,44207,4,5,0,1,640,47:02.4
16,43335,43920,2,5,1,1,8533,47:36.0
8,95245,18854,2,5,2,1,2123,48:09.6
15,152695,33674,2,4,0,0,1914,48:43.2
2,89610,34067,2,5,0,1,8699,49:16.8
18,82779,26096,1,4,0,0,1594,49:50.4
14,110778,40794,1,4,2,1,7305,50:24.0
18,182225,25799,1,4,0,1,650,50:57.6
16,100778,24380,1,3,0,1,1550,51:31.2
12,90413,38993,1,5,2,0,5295,52:04.8
10,37018,33370,1,5,2,0,6581,52:38.4
18,121949,22367,1,4,2,1,1802,53:12.0
15,80021,27828,2,4,0,0,2898,53:45.6
18,166775,29259,3,4,0,1,1131,54:19.2
4,134513,35515,5,4,0,0,1704,54:52.8
6,26387,35334,3,3,1,1,8073,55:26.4
10,157819,39238,1,4,0,1,4160,56:00.0
11,50060,46662,2,4,2,0,4975,56:33.6
10,29011,29995,2,4,2,1,4963,57:07.2
16,81588,21796,5,2,1,1,1148,57:40.8
2,110567,30565,2,5,0,0,5471,58:14.4
10,75845,31336,1,4,2,0,6879,58:48.0
17,15405,26101,3,2,1,1,4144,59:21.6
17,98563,22232,3,5,2,1,692,59:55.2
19,153922,31782,5,4,2,1,729,00:28.8
9,166045,19258,1,5,2,1,1744,01:02.4
16,156698,21778,3,5,2,0,947,01:36.0
8,162476,20582,3,4,2,1,2634,02:09.6
2,112961,38466,3,4,2,1,8381,02:43.2
19,75787,42654,1,5,0,1,1997,03:16.8
12,92899,24843,1,4,0,1,3197,03:50.4
10,188610,42469,4,5,0,1,910,04:24.0
14,51338,22791,1,4,1,1,3871,04:57.6
9,129098,30571,1,3,2,1,4822,05:31.2
1,180028,42493,3,5,0,0,5155,06:04.8
11,44908,23058,5,2,1,1,4262,06:38.4
14,67488,21953,2,3,1,1,3105,07:12.0
11,189460,20923,4,5,1,1,1050,07:45.6
17,141786,29992,3,2,2,0,1620,08:19.2
9,90913,20387,2,5,0,1,3027,08:52.8
2,69356,33974,1,3,0,1,12150,09:26.4
4,149578,30637,1,2,1,0,8345,10:00.0
17,76425,33019,2,2,2,1,5188,10:33.6
5,122872,27438,2,5,0,0,3780,11:07.2
10,78086,29680,3,4,2,0,3945,11:40.8
19,143655,19844,3,3,2,1,1281,12:14.4
8,180636,28738,4,4,1,1,2095,12:48.0
9,68328,46529,3,4,1,1,6976,13:21.6
8,186935,42086,3,5,2,1,2148,13:55.2
9,93115,19874,1,5,0,0,2697,14:28.8
10,25165,35610,4,2,2,0,3778,15:02.4
9,19919,35597,2,5,1,1,8316,15:36.0
11,185627,20789,2,5,0,0,995,16:09.6
9,53333,21583,1,2,0,0,3843,16:43.2
9,159556,29795,4,4,2,0,1014,17:16.8
8,182912,21246,3,5,1,0,1351,17:50.4
8,95539,32913,2,4,2,1,7701,18:24.0
15,68384,43713,2,5,0,1,3386,18:57.6
13,173803,26648,2,4,0,1,1139,19:31.2
4,132714,32761,2,4,0,1,5588,20:04.8
8,80253,38614,1,5,1,0,11562,20:38.4
6,61447,27708,1,4,1,1,10627,21:12.0
18,138009,34693,3,5,0,1,1230,21:45.6
4,81341,26153,1,4,0,1,6148,22:19.2
